,time,x_1,y_1,x_2,y_2,x_3,y_3
0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
1,0.01953125,0.0,0.0,0.9996089778662809,-0.019691130073624663,-0.9996089778662809,0.019691130073624663
2,0.0390625,0.0,0.0,0.9988268513832608,-0.03937455584808338,-0.9988268513832608,0.03937455584808338
3,0.05859375,0.0,0.0,0.9976536876581517,-0.059042566620726725,-0.9976536876581517,0.059042566620726725
4,0.078125,0.0,0.0,0.9960897034616657,-0.07868744808106114,-0.9960897034616657,0.07868744808106114
5,0.09765625,0.0,0.0,0.9941352655204154,-0.09830148512179918,-0.9941352655204154,0.09830148512179918
6,0.1171875,0.0,0.0,0.9917908907603762,-0.11787696466465933,-0.9917908907603762,0.11787696466465933
7,0.13671875,0.0,0.0,0.9890572465007794,-0.13740617850022993,-0.9890572465007794,0.13740617850022993
8,0.15625,0.0,0.0,0.9859351505978078,-0.1568814261411873,-0.9859351505978078,0.1568814261411873
9,0.17578125,0.0,0.0,0.9824255715374652,-0.17629501768813363,-0.9824255715374652,0.17629501768813363
10,0.1953125,0.0,0.0,0.9785296284769981,-0.19563927670729428,-0.9785296284769981,0.19563927670729428
11,0.21484375,0.0,0.0,0.9742485912342495,-0.2149065431192888,-0.9742485912342495,0.2149065431192888
12,0.234375,0.0,0.0,0.9695838802243318,-0.23408917609816396,-0.9695838802243318,0.23408917609816396
13,0.25390625,0.0,0.0,0.9645370663430116,-0.25317955697985006,-0.9645370663430116,0.25317955697985006
14,0.2734375,0.0,0.0,0.9591098707962054,-0.2721700921791757,-0.9591098707962054,0.2721700921791757
15,0.29296875,0.0,0.0,0.9533041648749957,-0.2910532161145482,-0.9533041648749957,0.2910532161145482
16,0.3125,0.0,0.0,0.9471219696755853,-0.3098213941393808,-0.9471219696755853,0.3098213941393808
17,0.33203125,0.0,0.0,0.9405654557636157,-0.32846712547931894,-0.9405654557636157,0.32846712547931894
18,0.3515625,0.0,0.0,0.9336369427822933,-0.3469829461742907,-0.9336369427822933,0.3469829461742907
19,0.37109375,0.0,0.0,0.9263388990037715,-0.3653614320243792,-0.9263388990037715,0.3653614320243792
20,0.390625,0.0,0.0,0.9186739408232594,-0.3835952015384855,-0.9186739408232594,0.3835952015384855
21,0.41015625,0.0,0.0,0.9106448321953339,-0.40167691888472395,-0.9106448321953339,0.40167691888472395
22,0.4296875,0.0,0.0,0.9022544840119572,-0.41959929684146285,-0.9022544840119572,0.41959929684146285
23,0.44921875,0.0,0.0,0.8935059534217111,-0.4373550997478955,-0.8935059534217111,0.4373550997478955
24,0.46875,0.0,0.0,0.8844024430897841,-0.4549371464529992,-0.8844024430897841,0.4549371464529992
25,0.48828125,0.0,0.0,0.8749473003982636,-0.47233831326171194,-0.8749473003982636,0.47233831326171194
26,0.5078125,0.0,0.0,0.8651440165863086,-0.48955153687712805,-0.8651440165863086,0.48955153687712805
27,0.52734375,0.0,0.0,0.8549962258297987,-0.5065698173374876,-0.8549962258297987,0.5065698173374876
28,0.546875,0.0,0.0,0.8445077042600829,-0.5233862209467073,-0.8445077042600829,0.5233862209467073
29,0.56640625,0.0,0.0,0.8336823689214701,-0.5399938831971725,-0.8336823689214701,0.5399938831971725
30,0.5859375,0.0,0.0,0.8225242766671366,-0.5563860116834858,-0.8225242766671366,0.5563860116834858
31,0.60546875,0.0,0.0,0.8110376229931487,-0.5725558890058392,-0.8110376229931487,0.5725558890058392
32,0.625,0.0,0.0,0.7992267408103287,-0.5884968756616533,-0.7992267408103287,0.5884968756616533
33,0.64453125,0.0,0.0,0.7870960991537231,-0.6042024129241009,-0.7870960991537231,0.6042024129241009
34,0.6640625,0.0,0.0,0.7746503018294628,-0.6196660257061091,-0.7746503018294628,0.6196660257061091
35,0.68359375,0.0,0.0,0.7618940859988382,-0.6348813254084088,-0.7618940859988382,0.6348813254084088
36,0.703125,0.0,0.0,0.7488323206994456,-0.6498420127501795,-0.7488323206994456,0.6498420127501795
37,0.72265625,0.0,0.0,0.7354700053032968,-0.6645418805808132,-0.7354700053032968,0.6645418805808132
38,0.7421875,0.0,0.0,0.7218122679118198,-0.6789748166713018,-0.7218122679118198,0.6789748166713018
39,0.76171875,0.0,0.0,0.707864363687719,-0.6931348064837298,-0.707864363687719,0.6931348064837298
40,0.78125,0.0,0.0,0.6936316731236957,-0.7070159359173375,-0.6936316731236957,0.7070159359173375
41,0.80078125,0.0,0.0,0.6791197002480789,-0.7206123940295979,-0.6791197002480789,0.7206123940295979
42,0.8203125,0.0,0.0,0.6643340707674501,-0.7339184757307372,-0.6643340707674501,0.7339184757307372
43,0.83984375,0.0,0.0,0.6492805301463923,-0.7469285844501088,-0.6492805301463923,0.7469285844501088
44,0.859375,0.0,0.0,0.6339649416245354,-0.759637234772818,-0.6339649416245354,0.759637234772818
45,0.87890625,0.0,0.0,0.6183932841711163,-0.7720390550449809,-0.6183932841711163,0.7720390550449809
46,0.8984375,0.0,0.0,0.6025716503773162,-0.7841287899459873,-0.6025716503773162,0.7841287899459873
47,0.91796875,0.0,0.0,0.586506244286686,-0.7959013030261263,-0.586506244286686,0.7959013030261263
48,0.9375,0.0,0.0,0.5702033791640163,-0.8073515792079261,-0.5702033791640163,0.8073515792079261
49,0.95703125,0.0,0.0,0.5536694752030603,-0.8184747272495485,-0.5536694752030603,0.8184747272495485
50,0.9765625,0.0,0.0,0.536911057173564,-0.8292659821685731,-0.536911057173564,0.8292659821685731
51,0.99609375,0.0,0.0,0.5199347520081112,-0.8397207076245018,-0.5199347520081112,0.8397207076245018
52,1.015625,0.0,0.0,0.5027472863293411,-0.8498343982583103,-0.5027472863293411,0.8498343982583103
53,1.03515625,0.0,0.0,0.4853554839181475,-0.8596026819873714,-0.4853554839181475,0.8596026819873714
54,1.0546875,0.0,0.0,0.4677662631235227,-0.8690213222540757,-0.4677662631235227,0.8690213222540757
55,1.07421875,0.0,0.0,0.44998663421476104,-0.8780862202264762,-0.44998663421476104,0.8780862202264762
56,1.09375,0.0,0.0,0.43202369667679114,-0.8867934169492891,-0.43202369667679114,0.8867934169492891
57,1.11328125,0.0,0.0,0.41388463644946133,-0.8951390954435855,-0.41388463644946133,0.8951390954435855
58,1.1328125,0.0,0.0,0.3955767231116554,-0.9031195827535194,-0.3955767231116554,0.9031195827535194
59,1.15234375,0.0,0.0,0.37710730701117245,-0.9107313519384456,-0.37710730701117245,0.9107313519384456
60,1.171875,0.0,0.0,0.35848381634135845,-0.9179710240087909,-0.35848381634135845,0.9179710240087909
61,1.19140625,0.0,0.0,0.33971375416553473,-0.9248353698040608,-0.33971375416553473,0.9248353698040608
62,1.2109375,0.0,0.0,0.3208046953903212,-0.931321311811371,-0.3208046953903212,0.931321311811371
63,1.23046875,0.0,0.0,0.30176428368901026,-0.9374259259229208,-0.30176428368901026,0.9374259259229208
64,1.25,0.0,0.0,0.28260022837620186,-0.943146443130836,-0.28260022837620186,0.943146443130836
65,1.26953125,0.0,0.0,0.26332030123496475,-0.9484802511578367,-0.26332030123496475,0.9484802511578367
66,1.2890625,0.0,0.0,0.2439323332978462,-0.9534248960222088,-0.2439323332978462,0.9534248960222088
67,1.30859375,0.0,0.0,0.22444421158310474,-0.9579780835355796,-0.22444421158310474,0.9579780835355796
68,1.328125,0.0,0.0,0.20486387578759718,-0.9621376807320328,-0.20486387578759718,0.9621376807320328
69,1.34765625,0.0,0.0,0.18519931493780378,-0.9659017172271248,-0.18519931493780378,0.9659017172271248
70,1.3671875,0.0,0.0,0.16545856400052913,-0.9692683865053967,-0.16545856400052913,0.9692683865053967
71,1.38671875,0.0,0.0,0.14564970045486902,-0.9722360471350124,-0.14564970045486902,0.9722360471350124
72,1.40625,0.0,0.0,0.12578084082708577,-0.9748032239081915,-0.12578084082708577,0.9748032239081915
