gen,time,Terre,x_1,y_1,z_1,vx_1,vy_1,vz_1,ax_1,ay_1,az_1,Soleil,x_2,y_2,z_2,vx_2,vy_2,vz_2,ax_2,ay_2,az_2,Body3,x_3,y_3,z_3,vx_3,vy_3,vz_3,ax_3,ay_3,az_3
258,1959187.5,,-3.215867421151959e+18,1.0651993215521256e+21,0.0,-90.09033236695014,29783.0,0.0,2.682254447457575e-21,-8.884467746713199e-19,0.0,,9656818159011.096,0.005055294734518692,0.0,0.0002705291615443131,1.453676105555699e-19,0.0,-8.054449657967972e-27,2.6678862727423423e-24,0.0,,-4.661987175693834e+18,1.101751505906498e+21,0.0,-130.60238906626958,30805.0,0.0,3.603483705831095e-21,-8.32723149225736e-19,0.0
260,1974375.0,,-3.2408450333519575e+18,1.073456680633925e+21,0.0,-90.09033236695014,29783.0,0.0,2.6411871571238776e-21,-8.74830933211062e-19,0.0,,9731822571896.62,0.005095599123054532,0.0,0.0002705291615443131,1.4537294632811539e-19,0.0,-7.931130103816259e-27,2.626999730566424e-24,0.0,,-4.698196785990349e+18,1.1102922152546103e+21,0.0,-130.60238906626958,30805.0,0.0,3.548311709411804e-21,-8.199612966002005e-19,0.0
262,1989562.5,,-3.265822645551956e+18,1.0817140397157244e+21,0.0,-90.09033236695014,29783.0,0.0,2.601055851762209e-21,-8.615257132638282e-19,0.0,,9806826984782.143,0.005135904973933575,0.0,0.0002705291615443131,1.4537820032757651e-19,0.0,-7.810621186755657e-27,2.5870459430520564e-24,0.0,,-4.734406396286863e+18,1.1188329246027227e+21,0.0,-130.60238906626958,30805.0,0.0,3.4943971654918585e-21,-8.074905832428529e-19,0.0
264,2004750.0,,-3.2908002577519544e+18,1.0899713987975238e+21,0.0,-90.09033236695014,29783.0,0.0,2.5618323026610177e-21,-8.485217378021222e-19,0.0,,9881831397667.666,0.005176212264872081,0.0,0.0002705291615443131,1.4538337441946262e-19,0.0,-7.692838139758814e-27,2.5479967522457773e-24,0.0,,-4.770616006583378e+18,1.127373633950835e+21,0.0,-130.60238906626958,30805.0,0.0,3.4417021500981465e-21,-7.953022202549561e-19,0.0
266,2019937.5,,-3.315777869951953e+18,1.0982287578793232e+21,0.0,-90.09033236695014,29783.0,0.0,2.5234893373390166e-21,-8.358099809879464e-19,0.0,,9956835810553.19,0.005216520974091816,0.0,0.0002705291615443131,1.4538847041296711e-19,0.0,-7.577699367515936e-27,2.5098250547689928e-24,0.0,,-4.806825616879892e+18,1.1359143432989474e+21,0.0,-130.60238906626958,30805.0,0.0,3.390190158254453e-21,-7.833877479006191e-19,0.0
268,2035125.0,,-3.3407554821519514e+18,1.1064861169611226e+21,0.0,-90.09033236695014,29783.0,0.0,2.4860007924727082e-21,-8.23381752506873e-19,0.0,,10031840223438.713,0.005256831080304875,0.0,0.0002705291615443131,1.4539349006307666e-19,0.0,-7.465126305082443e-27,2.4725047547753015e-24,0.0,,-4.843035227176407e+18,1.1444550526470597e+21,0.0,-130.60238906626958,30805.0,0.0,3.3398260407417232e-21,-7.717390209234354e-19,0.0
270,2050312.5,,-3.36573309435195e+18,1.1147434760429221e+21,0.0,-90.09033236695014,29783.0,0.0,2.4493414692533285e-21,-8.11228682711393e-19,0.0,,10106844636324.236,0.005297142562699067,0.0,0.0002705291615443131,1.453984350725862e-19,0.0,-7.355043283821895e-27,2.4360107193379675e-24,0.0,,-4.879244837472922e+18,1.152995761995172e+21,0.0,-130.60238906626958,30805.0,0.0,3.2905759441221652e-21,-7.603481946216455e-19,0.0
272,2065500.0,,-3.3907107065519483e+18,1.1230008351247215e+21,0.0,-90.09033236695014,29783.0,0.0,2.4134870910309978e-21,-7.9934270852612e-19,0.0,,10181849049209.76,0.005337455400923857,0.0,0.0002705291615443131,1.4540330709402487e-19,0.0,-7.247377404217058e-27,2.40031873612514e-24,0.0,,-4.915454447769436e+18,1.1615364713432844e+21,0.0,-130.60238906626958,30805.0,0.0,3.242407253836104e-21,-7.49207711637364e-19,0.0
274,2080687.5,,-3.415688318751947e+18,1.1312581942065209e+21,0.0,-90.09033236695014,29783.0,0.0,2.378414263113112e-21,-7.877160600705178e-19,0.0,,10256853462095.283,0.0053777695750768,0.0,0.0002705291615443131,1.4540810773149714e-19,0.0,-7.142058415149875e-27,2.3654054732297026e-24,0.0,,-4.951664058065951e+18,1.1700771806913967e+21,0.0,-130.60238906626958,30805.0,0.0,3.1952885401929556e-21,-7.383102894183333e-19,0.0
276,2095875.0,,-3.440665930951945e+18,1.1395155532883203e+21,0.0,-90.09033236695014,29783.0,0.0,2.3441004345926673e-21,-7.76341247957713e-19,0.0,,10331857874980.807,0.005418085065690489,0.0,0.0002705291615443131,1.4541283854244357e-19,0.0,-7.039018599277061e-27,2.3312484410293197e-24,0.0,,-4.987873668362465e+18,1.178617890039509e+21,0.0,-130.60238906626958,30805.0,0.0,3.1491895070893264e-21,-7.276489083133567e-19,0.0
278,2111062.5,,-3.4656435431519437e+18,1.1477729123701197e+21,0.0,-90.09033236695014,29783.0,0.0,2.3105238620902155e-21,-7.652110512306209e-19,0.0,,10406862287866.33,0.005458401853719966,0.0,0.0002705291615443131,1.4541750103932565e-19,0.0,-6.938192664152057e-27,2.2978259559602328e-24,0.0,,-5.02408327865898e+18,1.1871585993876214e+21,0.0,-130.60238906626958,30805.0,0.0,3.104080943297996e-21,-7.172168002650709e-19,0.0
280,2126250.0,,-3.490621155351942e+18,1.1560302714519192e+21,0.0,-90.09033236695014,29783.0,0.0,2.277663575300591e-21,-7.543185058990985e-19,0.0,,10481866700751.854,0.005498719920530586,0.0,0.0002705291615443131,1.4542209669123759e-19,0.0,-6.839517638766492e-27,2.2651171060958803e-24,0.0,,-5.060292888955494e+18,1.1956993087357337e+21,0.0,-130.60238906626958,30805.0,0.0,3.059934676181513e-21,-7.070074380660481e-19,0.0
282,2141437.5,,-3.5155987675519406e+18,1.1642876305337186e+21,0.0,-90.09033236695014,29783.0,0.0,2.245499344242461e-21,-7.436568940441422e-19,0.0,,10556871113637.377,0.005539039247886315,0.0,0.0002705291615443131,1.454266269254498e-19,0.0,-6.742932775204977e-27,2.2331017184282644e-24,0.0,,-5.096502499252009e+18,1.204240018083846e+21,0.0,-130.60238906626958,30805.0,0.0,3.016723527693475e-21,-6.970145251463844e-19,0.0
284,2156625.0,,-3.540576379751939e+18,1.172544989615518e+21,0.0,-90.09033236695014,29783.0,0.0,2.2140116481152044e-21,-7.332197334573027e-19,0.0,,10631875526522.9,0.00557935981793844,0.0,0.0002705291615443131,1.4543109312888665e-19,0.0,-6.648379455126498e-27,2.2017603277565075e-24,0.0,,-5.132712109548524e+18,1.2127807274319584e+21,0.0,-130.60238906626958,30805.0,0.0,2.974421272539159e-21,-6.872319858629267e-19,0.0
286,2171812.5,,-3.5655539919519375e+18,1.1808023486973175e+21,0.0,-90.09033236695014,29783.0,0.0,2.1831816456735788e-21,-7.230007677854761e-19,0.0,,10706879939408.424,0.005619681613214681,0.0,0.0002705291615443131,1.4543549664954214e-19,0.0,-6.555801100803524e-27,2.1710741470929813e-24,0.0,,-5.168921719845038e+18,1.2213214367800707e+21,0.0,-130.60238906626958,30805.0,0.0,2.9330025983752593e-21,-6.776539562621877e-19,0.0
288,2187000.0,,-3.590531604151936e+18,1.189059707779117e+21,0.0,-90.09033236695014,29783.0,0.0,2.15299114703623e-21,-7.129939571530938e-19,0.0,,10781884352293.947,0.005660004616608676,0.0,0.0002705291615443131,1.4543983879783634e-19,0.0,-6.465143090466744e-27,2.1410250395030063e-24,0.0,,-5.205131330141553e+18,1.229862146128183e+21,0.0,-130.60238906626958,30805.0,0.0,2.892443067935893e-21,-6.682747752907115e-19,0.0
290,2202187.5,,-3.6155092163519345e+18,1.1973170668609164e+21,0.0,-90.09033236695014,29783.0,0.0,2.12342258684928e-21,-7.031934692354675e-19,0.0,,10856888765179.47,0.005700328811369835,0.0,0.0002705291615443131,1.4544412084791534e-19,0.0,-6.376352677718943e-27,2.111595491299305e-24,0.0,,-5.241340940438067e+18,1.2384028554762954e+21,0.0,-130.60238906626958,30805.0,0.0,2.8527190829791198e-21,-6.590889764282967e-19,0.0
292,2217375.0,,-3.640486828551933e+18,1.2055744259427158e+21,0.0,-90.09033236695014,29783.0,0.0,2.094458998731054e-21,-6.935936707586437e-19,0.0,,10931893178064.994,0.005740654181093543,0.0,0.0002705291615443131,1.4544834403889795e-19,0.0,-6.289378914795929e-27,2.0827685865172085e-24,0.0,,-5.277550550734582e+18,1.2469435648244077e+21,0.0,-130.60238906626958,30805.0,0.0,2.8138078499546047e-21,-6.500912797209869e-19,0.0
294,2232562.5,,-3.6654644407519314e+18,1.2138317850245152e+21,0.0,-90.09033236695014,29783.0,0.0,2.066083990928531e-21,-6.841891194026477e-19,0.0,,11006897590950.518,0.0057809807097116955,0.0,0.0002705291615443131,1.45452509576071e-19,0.0,-6.204172579466148e-27,2.0545279826011845e-24,0.0,,-5.313760161031096e+18,1.25548427417252e+21,0.0,-130.60238906626958,30805.0,0.0,2.7756873472991753e-21,-6.412765841921415e-19,0.0
296,2247750.0,,-3.69044205295193e+18,1.2220891441063146e+21,0.0,-90.09033236695014,29783.0,0.0,2.0382817231203014e-21,-6.749745560863826e-19,0.0,,11081902003836.041,0.00582130838148356,0.0,0.0002705291615443131,1.4545661863203622e-19,0.0,-6.1206861053730625e-27,2.0268578872374255e-24,0.0,,-5.349969771327611e+18,1.2640249835206324e+21,0.0,-130.60238906626958,30805.0,0.0,2.738336294272646e-21,-6.326399606112217e-19,0.0
298,2262937.5,,-3.7154196651519283e+18,1.230346503188114e+21,0.0,-90.09033236695014,29783.0,0.0,2.0110368843047063e-21,-6.659448976137497e-19,0.0,,11156906416721.564,0.00586163718098694,0.0,0.0002705291615443131,1.454606723478107e-19,0.0,-6.038873515636223e-27,1.999743036271142e-24,0.0,,-5.386179381624125e+18,1.2725656928687447e+21,0.0,-130.60238906626958,30805.0,0.0,2.7017341212515724e-21,-6.241766446011583e-19,0.0
300,2278125.0,,-3.740397277351927e+18,1.2386038622699135e+21,0.0,-90.09033236695014,29783.0,0.0,1.9843346717155733e-21,-6.57095229661813e-19,0.0,,11231910829607.088,0.005901967093109638,0.0,0.0002705291615443131,1.4546467183388325e-19,0.0,-5.958690359538043e-27,1.9731686726509517e-24,0.0,,-5.42238899192064e+18,1.281106402216857e+21,0.0,-130.60238906626958,30805.0,0.0,2.665860941403483e-21,-6.158820300662886e-19,0.0
302,2293312.5,,-3.765374889551925e+18,1.246861221351713e+21,0.0,-90.09033236695014,29783.0,0.0,1.9581607707112853e-21,-6.48420800092922e-19,0.0,,11306915242492.611,0.005942298103041206,0.0,0.0002705291615443131,1.4546861817122856e-19,0.0,-5.8800936521333815e-27,1.9471205263460976e-24,0.0,,-5.458598602217155e+18,1.2896471115649694e+21,0.0,-130.60238906626958,30805.0,0.0,2.630697523668773e-21,-6.07751662923949e-19,0.0
304,2308500.0,,-3.7903525017519237e+18,1.2551185804335123e+21,0.0,-90.09033236695014,29783.0,0.0,1.932501335586186e-21,-6.39917012573815e-19,0.0,,11381919655378.135,0.005982630196264959,0.0,0.0002705291615443131,1.4547251241228124e-19,0.0,-5.8030418166287706e-27,1.921584795185459e-24,0.0,,-5.494808212513669e+18,1.2981878209130817e+21,0.0,-130.60238906626958,30805.0,0.0,2.596225266981721e-21,-5.997812351237896e-19,0.0
306,2323687.5,,-3.815330113951922e+18,1.2633759395153117e+21,0.0,-90.09033236695014,29783.0,0.0,1.9073429712563052e-21,-6.315794204857006e-19,0.0,,11456924068263.658,0.006022963358550264,0.0,0.0002705291615443131,1.4547635558187163e-19,0.0,-5.727494629387115e-27,1.8965481265703532e-24,0.0,,-5.531017822810184e+18,1.306728530261194e+21,0.0,-130.60238906626958,30805.0,0.0,2.562426175666087e-21,-5.919665789398135e-19,0.0
308,2338875.0,,-3.8403077261519206e+18,1.2716332985971111e+21,0.0,-90.09033236695014,29783.0,0.0,1.8826727157741545e-21,-6.23403721110248e-19,0.0,,11531928481149.182,0.006063297575945066,0.0,0.0002705291615443131,1.4548014867812477e-19,0.0,-5.653413167421961e-27,1.871997600015842e-24,0.0,,-5.567227433106698e+18,1.3152692396093064e+21,0.0,-130.60238906626958,30805.0,0.0,2.529282835944543e-21,-5.843036615210235e-19,0.0
310,2354062.5,,-3.865285338351919e+18,1.2798906576789106e+21,0.0,-90.09033236695014,29783.0,0.0,1.8584780236299662e-21,-6.153857500772917e-19,0.0,,11606932894034.705,0.006103632834768671,0.0,0.0002705291615443131,1.454838926733248e-19,0.0,-5.580759758253375e-27,1.847920710477937e-24,0.0,,-5.603437043403213e+18,1.3238099489574187e+21,0.0,-130.60238906626958,30805.0,0.0,2.496778393504666e-21,-5.767885796873696e-19,0.0
312,2369250.0,,-3.8902629505519176e+18,1.28814801676071e+21,0.0,-90.09033236695014,29783.0,0.0,1.834746749799244e-21,-6.075214760608809e-19,0.0,,11681937306920.229,0.006143969121604749,0.0,0.0002705291615443131,1.4548758851474577e-19,0.0,-5.509497932004868e-27,1.8243053524265452e-24,0.0,,-5.639646653699727e+18,1.332350658305531e+21,0.0,-130.60238906626958,30805.0,0.0,2.464896532067535e-21,-5.69417554958459e-19,0.0
314,2384437.5,,-3.915240562751916e+18,1.2964053758425094e+21,0.0,-90.09033236695014,29783.0,0.0,1.8114671344987025e-21,-5.998069957110464e-19,0.0,,11756941719805.752,0.006184306423294568,0.0,0.0002705291615443131,1.454912371254506e-19,0.0,-5.4395923756275464e-27,1.8011398046262525e-24,0.0,,-5.675856263996242e+18,1.3408913676536434e+21,0.0,-130.60238906626958,30805.0,0.0,2.4336214529080558e-21,-5.621869288032063e-19,0.0
316,2399625.0,,-3.9402181749519145e+18,1.3046627349243088e+21,0.0,-90.09033236695014,29783.0,0.0,1.788627788614915e-21,-5.922385288094006e-19,0.0,,11831946132691.275,0.0062246447269304435,0.0,0.0002705291615443131,1.4549483940505987e-19,0.0,-5.3710088891442794e-27,1.778412715589236e-24,0.0,,-5.712065874292756e+18,1.3494320770017557e+21,0.0,-130.60238906626958,30805.0,0.0,2.4029378552790027e-21,-5.550931580992742e-19,0.0
318,2414812.5,,-3.965195787151913e+18,1.3129200940061082e+21,0.0,-90.09033236695014,29783.0,0.0,1.766217679771917e-21,-5.848124136373364e-19,0.0,,11906950545576.799,0.006264984019849387,0.0,0.0002705291615443131,1.4549839623049107e-19,0.0,-5.303714343812611e-27,1.7561130896665882e-24,0.0,,-5.748275484589271e+18,1.357972786349868e+21,0.0,-130.60238906626958,30805.0,0.0,2.3728309176934957e-21,-5.481328107917793e-19,0.0
320,2430000.0,,-3.9901733993519114e+18,1.3211774530879076e+21,0.0,-90.09033236695014,29783.0,0.0,1.744226119005975e-21,-5.775251025462303e-19,0.0,,11981954958462.322,0.006305324289626967,0.0,0.0002705291615443131,1.4550190845667042e-19,0.0,-5.237676642110849e-27,1.7342302737462346e-24,0.0,,-5.784485094885786e+18,1.3665134956979804e+21,0.0,-130.60238906626958,30805.0,0.0,2.343286280023154e-21,-5.413025617413325e-19,0.0
322,2445187.5,,-4.01515101155191e+18,1.329434812169707e+21,0.0,-90.09033236695014,29783.0,0.0,1.722642748017444e-21,-5.703731577196451e-19,0.0,,12056959371347.846,0.006345665524071347,0.0,0.0002705291615443131,1.4550537691721792e-19,0.0,-5.1728646794571385e-27,1.7127539445273944e-24,0.0,,-5.8206947051823e+18,1.3750542050460927e+21,0.0,-130.60238906626958,30805.0,0.0,2.3142900263715635e-21,-5.34599188752038e-19,0.0
324,2460375.0,,-4.0401286237519084e+18,1.3376921712515065e+21,0.0,-90.09033236695014,29783.0,0.0,1.7014575269713485e-21,-5.633532471180783e-19,0.0,,12131963784233.37,0.006386007711217523,0.0,0.0002705291615443131,1.4550880242510698e-19,0.0,-5.109248307576224e-27,1.6916740963432113e-24,0.0,,-5.856904315478815e+18,1.383594914394205e+21,0.0,-130.60238906626958,30805.0,0.0,2.2858286686849033e-21,-5.280195687705869e-19,0.0
326,2475562.5,,-4.065106235951907e+18,1.345949530333306e+21,0.0,-90.09033236695014,29783.0,0.0,1.680660722819839e-21,-5.564621405973279e-19,0.0,,12206968197118.893,0.006426350839321724,0.0,0.0002705291615443131,1.4551218577329967e-19,0.0,-5.046798299433361e-27,1.6709810295047203e-24,0.0,,-5.893113925775329e+18,1.3921356237423174e+21,0.0,-130.60238906626958,30805.0,0.0,2.257889131063714e-21,-5.215606742480787e-19,0.0
328,2490750.0,,-4.0900838481519053e+18,1.3542068894151053e+21,0.0,-90.09033236695014,29783.0,0.0,1.6602428981211733e-21,-5.496967061920249e-19,0.0,,12281972610004.416,0.006466694896855996,0.0,0.0002705291615443131,1.4551552773535866e-19,0.0,-4.985486315659227e-27,1.6506653391407995e-24,0.0,,-5.929323536071844e+18,1.4006763330904297e+21,0.0,-130.60238906626958,30805.0,0.0,2.2304587347417123e-21,-5.152195696566536e-19,0.0
330,2505937.5,,-4.115061460351904e+18,1.3624642484969047e+21,0.0,-90.09033236695014,29783.0,0.0,1.6401949003312462e-21,-5.430539065563601e-19,0.0,,12356977022889.94,0.006507039872502944,0.0,0.0002705291615443131,1.4551882906603693e-19,0.0,-4.925284872393814e-27,1.6307179045101496e-24,0.0,,-5.965533146368358e+18,1.409217042438542e+21,0.0,-130.60238906626958,30805.0,0.0,2.2035251836994466e-21,-5.089934081534552e-19,0.0
332,2521125.0,,-4.140039072551902e+18,1.3707216075787042e+21,0.0,-90.09033236695014,29783.0,0.0,1.6205078515449704e-21,-5.365307955544413e-19,0.0,,12431981435775.463,0.006547385755150637,0.0,0.0002705291615443131,1.4552209050184595e-19,0.0,-4.8661673104811766e-27,1.6111298787625948e-24,0.0,,-6.001742756664873e+18,1.4177577517866544e+21,0.0,-130.60238906626958,30805.0,0.0,2.177076550882317e-21,-5.02879428384842e-19,0.0
334,2536312.5,,-4.1650166847519007e+18,1.3789789666605036e+21,0.0,-90.09033236695014,29783.0,0.0,1.6011731386660398e-21,-5.301245149931415e-19,0.0,,12506985848660.986,0.00658773253388766,0.0,0.0002705291615443131,1.455253127616035e-19,0.0,-4.808107765950558e-27,1.5918926791282662e-24,0.0,,-6.037952366961388e+18,1.4262984611347667e+21,0.0,-130.60238906626958,30805.0,0.0,2.1511012649941107e-21,-4.968749514241522e-19,0.0
336,2551500.0,,-4.189994296951899e+18,1.387236325742303e+21,0.0,-90.09033236695014,29783.0,0.0,1.5821824039847663e-21,-5.23832291490672e-19,0.0,,12581990261546.51,0.006628080197998326,0.0,0.0002705291615443131,1.4552849654696177e-19,0.0,-4.751081141722894e-27,1.5729979775143455e-24,0.0,,-6.074161977257902e+18,1.434839170482879e+21,0.0,-130.60238906626958,30805.0,0.0,2.12558809783875e-21,-4.909773778366795e-19,0.0
338,2566687.5,,-4.2149719091518976e+18,1.3954936848241024e+21,0.0,-90.09033236695014,29783.0,0.0,1.5635275361447271e-21,-5.176514334744735e-19,0.0,,12656994674432.033,0.006668428736958013,0.0,0.0002705291615443131,1.455316425429168e-19,0.0,-4.695063080484869e-27,1.5544376914901365e-24,0.0,,-6.110371587554417e+18,1.4433798798309914e+21,0.0,-130.60238906626958,30805.0,0.0,2.1005261521844006e-21,-4.851841848658573e-19,0.0
340,2581875.0,,-4.239949521351896e+18,1.4037510439059018e+21,0.0,-90.09033236695014,29783.0,0.0,1.5452006614800012e-21,-5.115793283023564e-19,0.0,,12731999087317.557,0.006708778140428659,0.0,0.0002705291615443131,1.4553475141829976e-19,0.0,-4.6400299386758064e-27,1.5362039756422378e-24,0.0,,-6.146581197850931e+18,1.4519205891791037e+21,0.0,-130.60238906626958,30805.0,0.0,2.075904850125446e-21,-4.794929237349608e-19,0.0
342,2597062.5,,-4.2649271335518945e+18,1.4120084029877012e+21,0.0,-90.09033236695014,29783.0,0.0,1.5271941357057236e-21,-5.056134395011448e-19,0.0,,12807003500203.08,0.006749128398254368,0.0,0.0002705291615443131,1.4553782382625102e-19,0.0,-4.585958761535512e-27,1.5182892132825592e-24,0.0,,-6.182790808147446e+18,1.460461298527216e+21,0.0,-130.60238906626958,30805.0,0.0,2.0517139219191386e-21,-4.739012170589463e-19,0.0
344,2612250.0,,-4.289904745751893e+18,1.4202657620695007e+21,0.0,-90.09033236695014,29783.0,0.0,1.5095005359455795e-21,-4.997513041173726e-19,0.0,,12882007913088.604,0.006789479500457164,0.0,0.0002705291615443131,1.455408604046776e-19,0.0,-4.532827259163917e-27,1.5006860084928192e-24,0.0,,-6.21900041844396e+18,1.4690020078753284e+21,0.0,-130.60238906626958,30805.0,0.0,2.0279433952748915e-21,-4.684067563613084e-19,0.0
346,2627437.5,,-4.3148823579518915e+18,1.4285231211513e+21,0.0,-90.09033236695014,29783.0,0.0,1.4921126530807165e-21,-4.939905301748643e-19,0.0,,12957012325974.127,0.006829831437232852,0.0,0.0002705291615443131,1.4554386177669457e-19,0.0,-4.4806137835458836e-27,1.4833871784900026e-24,0.0,,-6.255210028740475e+18,1.4775427172234407e+21,0.0,-130.60238906626958,30805.0,0.0,2.0045835850754058e-21,-4.63007299691125e-19,0.0
348,2642625.0,,-4.33985997015189e+18,1.4367804802330995e+21,0.0,-90.09033236695014,29783.0,0.0,1.4750234844053483e-21,-4.88328794234304e-19,0.0,,13032016738859.65,0.006870184198947012,0.0,0.0002705291615443131,1.4554682855105155e-19,0.0,-4.42929730649698e-27,1.4663857462980734e-24,0.0,,-6.291419639036989e+18,1.486083426571553e+21,0.0,-130.60238906626958,30805.0,0.0,1.981625083509804e-21,-4.57700669335688e-19,0.0
350,2657812.5,,-4.3648375823518884e+18,1.445037839314899e+21,0.0,-90.09033236695014,29783.0,0.0,1.4582262265750806e-21,-4.827638390501385e-19,0.0,,13107021151745.174,0.006910537776131098,0.0,0.0002705291615443131,1.4554976132254414e-19,0.0,-4.378857398488238e-27,1.4496749337119688e-24,0.0,,-6.327629249333504e+18,1.4946241359196654e+21,0.0,-130.60238906626958,30805.0,0.0,1.959058750600037e-21,-4.524847496243671e-19,0.0
352,2673000.0,,-4.389815194551887e+18,1.4532951983966983e+21,0.0,-90.09033236695014,29783.0,0.0,1.4417142688347076e-21,-4.772934713204089e-19,0.0,,13182025564630.697,0.006950892159478651,0.0,0.0002705291615443131,1.4555266067241158e-19,0.0,-4.329274208310145e-27,1.4332481545406478e-24,0.0,,-6.363838859630019e+18,1.5031648452677777e+21,0.0,-130.60238906626958,30805.0,0.0,1.936875705102728e-21,-4.473574848195716e-19,0.0
354,2688187.5,,-4.4147928067518853e+18,1.4615525574784977e+21,0.0,-90.09033236695014,29783.0,0.0,1.425481186512875e-21,-4.719155595253161e-19,0.0,,13257029977516.22,0.0069912473398416235,0.0,0.0002705291615443131,1.4555552716872068e-19,0.0,-4.280528443537984e-27,1.4170990081165917e-24,0.0,,-6.400048469926533e+18,1.51170555461589e+21,0.0,-130.60238906626958,30805.0,0.0,1.9150673157695703e-21,-4.423168770908828e-19,0.0
356,2703375.0,,-4.439770418951884e+18,1.4698099165602972e+21,0.0,-90.09033236695014,29783.0,0.0,1.4095207347716795e-21,-4.666280318505486e-19,0.0,,13332034390401.744,0.007031603308226803,0.0,0.0002705291615443131,1.4555836136673693e-19,0.0,-4.232601351762728e-27,1.4012212730598393e-24,0.0,,-6.436258080223048e+18,1.5202462639640024e+21,0.0,-130.60238906626958,30805.0,0.0,1.8936251929501884e-21,-4.3736098456862985e-19,0.0
358,2718562.5,,-4.464748031151882e+18,1.4780672756420966e+21,0.0,-90.09033236695014,29783.0,0.0,1.3938268425998374e-21,-4.614288741915932e-19,0.0,,13407038803287.268,0.0070719600557923356,0.0,0.0002705291615443131,1.4556116380928306e-19,0.0,-4.1854747025533295e-27,1.3856089012851976e-24,0.0,,-6.472467690519562e+18,1.5287869733121148e+21,0.0,-130.60238906626958,30805.0,0.0,1.8725411805222393e-21,-4.324879194733703e-19,0.0
360,2733750.0,,-4.4897256433518807e+18,1.486324634723896e+21,0.0,-90.09033236695014,29783.0,0.0,1.3783936070386358e-21,-4.563161282354383e-19,0.0,,13482043216172.791,0.007112317573844354,0.0,0.0002705291615443131,1.455639350270856e-19,0.0,-4.1391307701180285e-27,1.3702560122418545e-24,0.0,,-6.508677300816077e+18,1.537327682660227e+21,0.0,-130.60238906626958,30805.0,0.0,1.8518073481342488e-21,-4.2769584631791014e-19,0.0
362,2748937.5,,-4.514703255551879e+18,1.4945819938056954e+21,0.0,-90.09033236695014,29783.0,0.0,1.3632152876304218e-21,-4.512878896162601e-19,0.0,,13557047629058.314,0.007152675853833685,0.0,0.0002705291615443131,1.455666755391101e-19,0.0,-4.0935523166339096e-27,1.3551568873751557e-24,0.0,,-6.544886911112591e+18,1.5458683920083394e+21,0.0,-130.60238906626958,30805.0,0.0,1.8314159837474037e-21,-4.229829801786643e-19,0.0
364,2764125.0,,-4.5396808677518776e+18,1.5028393528874948e+21,0.0,-90.09033236695014,29783.0,0.0,1.348286301079866e-21,-4.46342306141847e-19,0.0,,13632052041943.838,0.0071930348873526645,0.0,0.0002705291615443131,1.4556938585288484e-19,0.0,-4.048722576215395e-27,1.3403059648007908e-24,0.0,,-6.581096521409106e+18,1.5544091013564518e+21,0.0,-130.60238906626958,30805.0,0.0,1.8113595864632144e-21,-4.1834758503332215e-19,0.0
366,2779312.5,,-4.564658479951876e+18,1.5110967119692943e+21,0.0,-90.09033236695014,29783.0,0.0,1.33360121611875e-21,-4.414775760876818e-19,0.0,,13707056454829.361,0.007233394666132027,0.0,0.0002705291615443131,1.4557206646481444e-19,0.0,-4.0046252394938874e-27,1.3256978341821546e-24,0.0,,-6.61730613170562e+18,1.562949810704564e+21,0.0,-130.60238906626958,30805.0,0.0,1.7916308596245865e-21,-4.1378797216192305e-19,0.0
368,2794500.0,,-4.5896360921518746e+18,1.5193540710510937e+21,0.0,-90.09033236695014,29783.0,0.0,1.3191547485654421e-21,-4.366919465557436e-19,0.0,,13782060867714.885,0.007273755182037883,0.0,0.0002705291615443131,1.4557471786048278e-19,0.0,-3.961244438782055e-27,1.31132723180205e-24,0.0,,-6.653515742002135e+18,1.5714905200526764e+21,0.0,-130.60238906626958,30805.0,0.0,1.7722227041784594e-21,-4.0930249860859578e-19,0.0
370,2809687.5,,-4.614613704351873e+18,1.527611430132893e+21,0.0,-90.09033236695014,29783.0,0.0,1.3049417565706824e-21,-4.3198371189524184e-19,0.0,,13857065280600.408,0.0073141164270687856,0.0,0.0002705291615443131,1.455773405149464e-19,0.0,-3.91856473379754e-27,1.2971890358203604e-24,0.0,,-6.68972535229865e+18,1.5800312294007888e+21,0.0,-130.60238906626958,30805.0,0.0,1.7531282122887333e-21,-4.048895657013428e-19,0.0
372,2824875.0,,-4.639591316551873e+18,1.5358687892146925e+21,0.0,-90.09033236695014,29783.0,0.0,1.2909572360416824e-21,-4.2735121218262253e-19,0.0,,13932069693485.932,0.007354478393352867,0.0,0.0002705291615443131,1.4557993489301805e-19,0.0,-3.87657109792216e-27,1.2832782617097206e-24,0.0,,-6.725934962595164e+18,1.588571938748901e+21,0.0,-130.60238906626958,30805.0,0.0,1.7343406611887628e-21,-4.005476176273844e-19,0.0
374,2840062.5,,-4.664568928751872e+18,1.544126148296492e+21,0.0,-90.09033236695014,29783.0,0.0,1.2771963162369478e-21,-4.227928317583249e-19,0.0,,14007074106371.455,0.007394841073145055,0.0,0.0002705291615443131,1.4558250144954146e-19,0.0,-3.835248904973751e-27,1.2695900578615832e-24,0.0,,-6.762144572891679e+18,1.5971126480970134e+21,0.0,-130.60238906626958,30805.0,0.0,1.7158535072631933e-21,-3.9627514006168407e-19,0.0
